spotify_track_uri,ts,platform,ms_played,track_name,artist_name,album_name,reason_start,reason_end,shuffle,skipped
12yHvSYFXI7PGzNecUvIDu,1/1/2023 0:51,android,465,Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,Goodbye Yellow Brick Road - Remastered,fwdbtn,unknown,FALSE,FALSE
4CRLruAsui7zVwUMlsvjJk,1/1/2023 0:51,android,1028,Prismism,Keuning,Prismism,remote,fwdbtn,FALSE,TRUE
12yHvSYFXI7PGzNecUvIDu,1/1/2023 0:56,android,295466,Saturday Night’s Alright (For Fighting) - Remastered 2014,Elton John,Goodbye Yellow Brick Road - Remastered,fwdbtn,trackdone,FALSE,FALSE
2bzitsPcImYC6DZWvvLCQi,1/1/2023 1:00,android,210933,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,Origins,trackdone,trackdone,FALSE,FALSE
0nOF9ewQlwzVU0qKPR2DTq,1/1/2023 1:04,android,276666,Live Forever - 2014 Remaster,Oasis,Definitely Maybe,trackdone,trackdone,FALSE,FALSE
7mar4DMFlVi5DwbarqP38M,1/1/2023 1:08,android,208698,Paper Crown,Liam Gallagher,As You Were,trackdone,trackdone,FALSE,FALSE
3k7JQg9M5rZJHveFYq0y9J,1/1/2023 1:12,android,234880,Holy Mountain,Noel Gallagher's High Flying Birds,Holy Mountain,trackdone,trackdone,FALSE,FALSE
2lwwrWVKdf3LR9lbbhnr6R,1/1/2023 1:16,android,208466,Float On,Modest Mouse,Good News For People Who Love Bad News,trackdone,trackdone,FALSE,FALSE
5Zn66o8UqjE1e5CtOtM3co,1/1/2023 1:20,android,240099,The Show Goes On,Lupe Fiasco,The Show Goes On,trackdone,trackdone,FALSE,FALSE
2RDXq7AwoEpvrjsXe4zlUc,1/1/2023 1:23,android,200506,Queen Bitch - 2015 Remaster,David Bowie,Hunky Dory,trackdone,trackdone,FALSE,FALSE
1bo6xzrCrK7ocEirC5rrZk,1/1/2023 1:27,android,214198,Soul Love - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,trackdone,trackdone,FALSE,FALSE
4ZoBC5MhSEzuknIgAkBaoT,1/1/2023 1:31,android,284000,My Life,Billy Joel,52nd Street,trackdone,trackdone,FALSE,FALSE
5LQN7c99Q8gvmh6xJcTZgj,1/1/2023 1:35,android,207546,"""45""",The Gaslight Anthem,Handwritten,trackdone,trackdone,FALSE,FALSE
75FYqcxt1YEAtqDLrOeIJn,1/1/2023 1:38,android,180266,Three Little Birds,Bob Marley & The Wailers,Exodus,trackdone,trackdone,FALSE,FALSE
2zLLGT8WWT1dl73TlVL9qs,1/1/2023 1:44,android,262925,Mariposa Traicionera - 2020 Remasterizado,Maná,Revolución De Amor,trackdone,trackdone,FALSE,FALSE
1Ag8YqvKOcwapkaRJG66p8,1/1/2023 1:48,android,265466,Mother's Daughter,Santana,Abraxas,trackdone,trackdone,FALSE,FALSE
65T1aY3I9qfNUDVAnaM9bq,1/1/2023 1:52,android,239881,Sedona,Houndmouth,Little Neon Limelight,trackdone,trackdone,FALSE,FALSE
1fBl642IhJOE5U319Gy2Go,1/1/2023 1:56,android,212293,Animal,Neon Trees,Habits,trackdone,trackdone,FALSE,FALSE
5p3JunprHCxClJjOmcLV8G,1/1/2023 2:00,android,254173,Walk On the Wild Side,Lou Reed,Transformer,trackdone,trackdone,FALSE,FALSE
6dhaX8fxmnXNZuOxmxyrvD,1/1/2023 2:04,android,217538,L.S.D,Skegss,L.S.D,trackdone,trackdone,FALSE,FALSE
1wQXj5bgxyZQ2XmE2X9s6n,1/1/2023 2:08,android,250668,Til Kingdom Come,Coldplay,X&Y,trackdone,trackdone,FALSE,FALSE
6ie2Bw3xLj2JcGowOlcMhb,1/1/2023 2:12,android,234652,Green Light,Lorde,Melodrama,trackdone,trackdone,FALSE,FALSE
7xRemq7GLu0Tbqe9OckG87,1/1/2023 2:13,android,61044,The Man in Me,Bob Dylan,New Morning,trackdone,fwdbtn,FALSE,TRUE
40riOy7x9W7GXjyGp4pjAv,1/1/2023 2:13,android,2687,Hotel California - 2013 Remaster,Eagles,Hotel California,fwdbtn,fwdbtn,FALSE,TRUE
7e89621JPkKaeDSTQ3avtg,1/1/2023 2:17,android,283800,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,fwdbtn,trackdone,FALSE,FALSE
6GG73Jik4jUlQCkKg9JuGO,1/1/2023 2:20,android,165853,The Middle,Jimmy Eat World,Bleed American,trackdone,trackdone,FALSE,FALSE
1b7LMtXCXGc2EwOIplI35z,1/1/2023 2:24,android,203893,Stuck In The Middle With You,Stealers Wheel,Reservoir Dogs,trackdone,trackdone,FALSE,FALSE
1EsgUWQsxGBwnu3NATDjiU,1/1/2023 2:27,android,208306,The Modern Age,The Strokes,Is This It,trackdone,trackdone,FALSE,FALSE
2LMloFiV7DHpBhITOaBSam,1/1/2023 2:31,android,224426,Hard To Explain,The Strokes,Is This It,trackdone,trackdone,FALSE,FALSE
5arVt2Wg0zbiWwAOZef2Nl,1/1/2023 2:34,android,202053,Higher Ground - Remastered 2003,Red Hot Chili Peppers,Mother's Milk,trackdone,trackdone,FALSE,FALSE
2v9fweKXd4qjQppjcgeZTC,1/1/2023 2:37,android,177933,The River,The Mud Howlers,Timeliness,trackdone,trackdone,FALSE,FALSE
2ULL3VZf4WwBKO4vjwT7Bg,1/1/2023 2:40,android,180133,Sloop John B,The Beach Boys,Pet Sounds,trackdone,trackdone,FALSE,FALSE
3nyvjKrxPNMnX4GtXIbLJk,1/1/2023 2:44,android,213480,Guilty Filthy Soul,AWOLNATION,Megalithic Symphony,trackdone,trackdone,FALSE,FALSE
4OZyVAbGOcrv4BYv5xDjet,1/1/2023 2:48,android,244449,Here Comes the Night Time,Arcade Fire,Reflektor,trackdone,fwdbtn,FALSE,TRUE
7Id8Qi0oQMV8J78fdtuZxo,1/1/2023 2:48,android,2970,Mama Kin,Aerosmith,Aerosmith,fwdbtn,fwdbtn,FALSE,TRUE
7nemcVsXVFZF01iqpIIo2Y,1/1/2023 2:48,android,1683,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,High Voltage,fwdbtn,fwdbtn,FALSE,TRUE
0eDQj41kzBhMKQIkTt6OJR,1/1/2023 2:48,android,1332,A Certain Romance,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",fwdbtn,fwdbtn,FALSE,TRUE
2fyIS6GXMgUcSv4oejx63f,1/1/2023 2:48,android,1298,Mardy Bum,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",fwdbtn,fwdbtn,FALSE,TRUE
7EUcOIbJSePmXGvAe7G79C,1/1/2023 2:52,android,217440,Black Treacle,Arctic Monkeys,Suck It and See,fwdbtn,trackdone,FALSE,FALSE
7LwWyEoEJllOqvlY85vyeh,1/1/2023 2:53,android,87561,Them Eyes,The Black Keys,The Big Come Up,trackdone,fwdbtn,FALSE,TRUE
52KT9rZ08EwZM80YJIbxFq,1/1/2023 2:53,android,1922,Sinister Kid,The Black Keys,Brothers,fwdbtn,fwdbtn,FALSE,TRUE
7hMhO4oenpVkVaM5bNkEbz,1/1/2023 2:53,android,1771,When the Ship Comes In,Bob Dylan,The Times They Are A-Changin',fwdbtn,fwdbtn,FALSE,TRUE
3y4Uza6K58JXQ7RYya8ZI5,1/1/2023 2:53,android,1280,Shelter from the Storm,Bob Dylan,Blood On The Tracks,fwdbtn,fwdbtn,FALSE,TRUE
5eVjE8FDSDXQLSbTZSA5Qv,1/1/2023 2:53,android,1156,Buckets of Rain,Bob Dylan,Blood On The Tracks,fwdbtn,fwdbtn,FALSE,TRUE
2GiJYvgVaD2HtM8GqD9EgQ,1/1/2023 2:53,android,1713,Electric Love,BØRNS,Dopamine,fwdbtn,fwdbtn,FALSE,TRUE
7FwBtcecmlpc1sLySPXeGE,1/1/2023 2:57,android,241306,Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,fwdbtn,trackdone,FALSE,FALSE
6Aj3Y4Pr2Pm5Vz50uS2sy7,1/1/2023 3:01,android,199053,Magdalena,Brandon Flowers,Flamingo,trackdone,trackdone,FALSE,FALSE
4FHsiXgxioebVeis48kqRE,1/1/2023 3:04,android,229813,Diggin' Up The Heart,Brandon Flowers,The Desired Effect,trackdone,trackdone,FALSE,FALSE
1djonDGMaLUqG4UD41P3iw,1/1/2023 3:09,android,179666,Can't Keep It In,Yusuf / Cat Stevens,Catch Bull At Four,trackdone,trackdone,FALSE,FALSE
1mea3bSkSGXuIRvnydlB5b,1/1/2023 3:13,android,242373,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,trackdone,trackdone,FALSE,FALSE
31L9yLXSj6LpCFupyMV6CR,1/1/2023 3:20,android,405320,Up&Up,Coldplay,A Head Full of Dreams,trackdone,trackdone,FALSE,FALSE
0AZGdAnzRwywzKKZ4HfLFW,1/1/2023 3:23,android,131053,Don't Look Now,Creedence Clearwater Revival,Willy And The Poor Boys,trackdone,trackdone,FALSE,FALSE
1Ay5MiilZj2ZGQLeTWVJ6o,1/1/2023 3:26,android,193293,Lodi,Creedence Clearwater Revival,Green River,trackdone,trackdone,FALSE,FALSE
5XE8c07vbpQBUriwybOHtd,1/1/2023 3:29,android,160000,Have You Ever Seen The Rain,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,trackdone,trackdone,FALSE,FALSE
1KoAbQlXWKAiFH0S7JCjG7,1/1/2023 3:33,android,230626,Wild Heart,Daughtry,Baptized (Deluxe Version),trackdone,trackdone,FALSE,FALSE
7Jh1bpe76CNTCgdgAdBw4Z,1/1/2023 3:39,android,371413,Heroes - 2017 Remaster,David Bowie,"""Heroes""",trackdone,trackdone,FALSE,FALSE
0EUSbTvyZfo9QOcxunL9Ro,1/1/2023 3:45,android,345626,"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,Where the Light Is: John Mayer Live In Los Angeles,trackdone,trackdone,FALSE,FALSE
7cZ3yjXUsoDsSAUtnf0F8V,1/1/2023 3:46,android,53603,Speak For Me,John Mayer,Born and Raised,trackdone,fwdbtn,FALSE,TRUE
5xMNjx7uqCzMpJZSo4Wq55,1/1/2023 3:46,android,7143,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,fwdbtn,fwdbtn,FALSE,TRUE
0kfjZ0JCXU9sSg99gbQpbJ,1/1/2023 3:46,android,1140,Good Times Bad Times - Remaster,Led Zeppelin,Led Zeppelin,fwdbtn,fwdbtn,FALSE,TRUE
7xIud6DM74zHh06Ac61SfY,1/1/2023 3:49,android,204893,Hold On,Lou Reed,New York,fwdbtn,trackdone,FALSE,FALSE
5bzf1xrbqr1ttjAJuRz2xY,1/1/2023 3:53,android,201413,Cleopatra,The Lumineers,Cleopatra,trackdone,trackdone,FALSE,FALSE
19K3lUMJmOdeuOBTrbLm19,1/1/2023 3:57,android,250773,Weekend Wars,MGMT,Oracular Spectacular,trackdone,trackdone,FALSE,FALSE
5uECZjznd7mli6JEfTIpU5,1/1/2023 4:02,android,321120,Lovers' Eyes,Mumford & Sons,Babel,trackdone,trackdone,FALSE,FALSE
7j31rVgGX9Q2blT92VBEA0,1/1/2023 4:05,android,161920,Teenagers,My Chemical Romance,The Black Parade,trackdone,trackdone,FALSE,FALSE
7D49Iig0avHre9RFSUMkd2,1/1/2023 4:09,android,234546,I Lived,OneRepublic,Native,trackdone,trackdone,FALSE,FALSE
05uGBKRCuePsf43Hfm0JwX,1/1/2023 4:13,android,226666,Brain Damage,Pink Floyd,The Dark Side of the Moon,trackdone,trackdone,FALSE,FALSE
1tDWVeCR9oWGX8d5J9rswk,1/1/2023 4:15,android,130428,Eclipse,Pink Floyd,The Dark Side of the Moon,trackdone,trackdone,FALSE,FALSE
1GEOSS415bZVHNuXWlCT6b,1/1/2023 4:17,android,109701,Mother,Pink Floyd,The Wall,trackdone,fwdbtn,FALSE,TRUE
2gTnu5RZNVFVnWdjLnyUA5,1/1/2023 4:20,android,203360,Nobody Home,Pink Floyd,The Wall,fwdbtn,trackdone,FALSE,FALSE
2fuYa3Lx06QQJAm0MjztKr,1/1/2023 4:25,android,299560,Let Down,Radiohead,OK Computer,trackdone,trackdone,FALSE,FALSE
7rgZTzcjofQJY5kz9FO3OS,1/1/2023 4:29,android,246906,Under Pressure,Queen,Hot Space,trackdone,trackdone,FALSE,FALSE
63T7DJ1AFDD6Bn8VzG6JE8,1/1/2023 4:29,android,10747,"Paint It, Black",The Rolling Stones,Aftermath,trackdone,fwdbtn,FALSE,TRUE
1hJrWWK74fKL7eeV3CFOvF,1/1/2023 4:29,android,1636,Sweet Virginia,The Rolling Stones,Exile On Main Street,fwdbtn,fwdbtn,FALSE,TRUE
3oJtUnnt5uYPtzulIbLw3D,1/1/2023 4:29,android,1139,Dead Flowers - 2009 Mix,The Rolling Stones,Sticky Fingers,fwdbtn,fwdbtn,FALSE,TRUE
4MpXtUeOPwa65Szx9WZID6,1/1/2023 4:30,android,7597,Some Kinda Love,The Velvet Underground,The Velvet Underground,fwdbtn,fwdbtn,FALSE,TRUE
48TNLcToLs8DWkdj5vYdiW,1/1/2023 4:30,android,1367,Rain - Remastered 2009,The Beatles,Past Masters,fwdbtn,fwdbtn,FALSE,TRUE
4ltC6PrqkTtpcRNi5lvS4z,1/1/2023 4:30,android,1025,No Reply - Remastered 2009,The Beatles,Beatles For Sale - Remastered,fwdbtn,fwdbtn,FALSE,TRUE
3BQHpFgAp4l80e1XslIjNI,1/1/2023 4:30,android,990,Yesterday - Remastered 2009,The Beatles,Help!,fwdbtn,fwdbtn,FALSE,TRUE
0JBvtprXP2Z0LP3jmzA7Xp,1/1/2023 4:30,android,1278,"Baby, You're A Rich Man - Remastered 2009",The Beatles,Magical Mystery Tour,fwdbtn,fwdbtn,FALSE,TRUE
5Wj1rJnCLpMHdLaxsFtJLs,1/1/2023 4:35,android,322548,Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road - Remastered,fwdbtn,trackdone,FALSE,FALSE
5vollujufHY0jMZxx77VWr,1/1/2023 4:40,android,301866,All These Things That I've Done,The Killers,Hot Fuss,trackdone,trackdone,FALSE,FALSE
6suRRwX61xSMfU7wJuCVdy,1/1/2023 4:44,android,212266,For Reasons Unknown,The Killers,Sam's Town,trackdone,trackdone,FALSE,FALSE
1CRZl1AFUS7EBBXqUkCWh8,1/1/2023 4:46,android,153560,Under The Gun,The Killers,Sawdust,trackdone,trackdone,FALSE,FALSE
2VZ3ibuhicmovAqEMIFdJW,1/1/2023 4:48,android,132537,This Is Your Life,The Killers,Day & Age - Bonus Tracks,trackdone,endplay,FALSE,TRUE
6bIPHR8AJG5HAcn9oF21Ma,1/1/2023 4:48,android,4330,Marooned,Pink Floyd,The Division Bell,playbtn,fwdbtn,TRUE,TRUE
5hBOEqqkcQaUgkRhh6EyX4,1/1/2023 4:48,android,1102,With God on Our Side,Bob Dylan,The Times They Are A-Changin',fwdbtn,fwdbtn,TRUE,TRUE
18bzuq8A21sRcI4w4gqGD2,1/1/2023 4:49,android,23,I Ain't Marching Anymore,Phil Ochs,I Ain't Marching Anymore,fwdbtn,fwdbtn,TRUE,TRUE
5LMw7NqkEM9x2DPyAbVZGd,1/1/2023 4:49,android,23,Let It Be - Naked Version / Remastered 2013,The Beatles,Let It Be... Naked,fwdbtn,fwdbtn,TRUE,TRUE
1znjNOAgnNeGHrGb2hynUX,1/1/2023 4:49,android,23,The Night Time Is The Right Time,Creedence Clearwater Revival,Green River,fwdbtn,fwdbtn,TRUE,TRUE
2ewjgFhHDTE8BkV8kzpiX2,1/1/2023 4:49,android,1440,Dead Leaves and the Dirty Ground,The White Stripes,White Blood Cells,fwdbtn,fwdbtn,TRUE,TRUE
5LXDkzoej7blL7PbNM1Zin,1/1/2023 4:49,android,29578,You Only Live Once,The Strokes,First Impressions Of Earth,fwdbtn,endplay,TRUE,TRUE
0JJP0IS4w0fJx01EcrfkDe,1/1/2023 4:52,android,182826,"Dear Maria, Count Me In",All Time Low,"So Wrong, It's Right",playbtn,trackdone,FALSE,FALSE
4LJhJ6DQS7NwE7UKtvcM52,1/1/2023 4:55,android,148360,What's My Age Again?,blink-182,Enema Of The State,trackdone,trackdone,FALSE,FALSE
2m1hi0nfMR9vdGC8UcrnwU,1/1/2023 4:57,android,167066,All The Small Things,blink-182,Enema Of The State,trackdone,trackdone,FALSE,FALSE
5B0c2pERMO7CrQP9CdbKrl,1/1/2023 5:01,android,215750,"Don't Give up on ""Us""",The Maine,Pioneer,trackdone,trackdone,TRUE,FALSE
64yrDBpcdwEdNY9loyEGbX,1/1/2023 5:06,android,321093,21 Guns,Green Day,21st Century Breakdown,trackdone,trackdone,TRUE,FALSE
75EThgTXGi0NStTq6D3wIA,1/1/2023 5:10,android,216520,Don't Stop Now,The Maine,Black & White,trackdone,trackdone,TRUE,FALSE
1nFZP09atBdGKlfOVjesSB,1/1/2023 5:11,android,87203,Every Road,The Maine,Black & White,trackdone,fwdbtn,TRUE,TRUE
1B8MHa0NveCF1ViBEOZWO5,1/1/2023 5:12,android,8548,Addicted,Simple Plan,"No Pads, No Helmets...Just Balls",fwdbtn,fwdbtn,TRUE,TRUE
10rChmECwPcvTTj4w07hq4,1/1/2023 5:15,android,206773,Welcome to My Life,Simple Plan,Still Not Getting Any,fwdbtn,trackdone,TRUE,FALSE
6GG73Jik4jUlQCkKg9JuGO,1/1/2023 5:18,android,165853,The Middle,Jimmy Eat World,Bleed American,trackdone,trackdone,TRUE,FALSE
0BRHnOFm6sjxN1i9LJrUDu,1/1/2023 5:21,android,175093,The Anthem,Good Charlotte,The Young and The Hopeless,trackdone,trackdone,TRUE,FALSE
6nTiIhLmQ3FWhvrGafw2zj,1/1/2023 5:24,android,176346,American Idiot,Green Day,American Idiot,trackdone,trackdone,TRUE,FALSE
3RQFICPJMsBazO66qK808s,1/1/2023 5:27,android,205209,Skyway Avenue,We The Kings,We The Kings,trackdone,trackdone,TRUE,FALSE
5dMUucUZLaEu1vGwWVHdzF,1/1/2023 5:31,android,246066,She Takes Me High,We The Kings,Smile Kid,trackdone,trackdone,TRUE,FALSE
72XWsiLW8q2g8Lv0a010ha,1/1/2023 5:35,android,206520,The Great Escape,BOYS LIKE GIRLS,Boys Like Girls,trackdone,trackdone,TRUE,FALSE
0N6uqpqjRRUfuL6CUCxa4p,1/1/2023 5:38,android,195200,Listen to Your Heart,The Maine,Black & White,trackdone,trackdone,TRUE,FALSE
7oO2hXd8ancgNouU8w3b1N,1/1/2023 5:41,android,157453,Everything I Ask For,The Maine,Can't Stop Won't Stop,trackdone,trackdone,TRUE,FALSE
4uVjbl6daCwjhDur7qLddu,1/1/2023 5:44,android,197640,I'd Do Anything,Simple Plan,"No Pads, No Helmets...Just Balls",trackdone,trackdone,TRUE,FALSE
3Zwu2K0Qa5sT6teCCHPShP,1/1/2023 5:47,android,203506,Thnks fr th Mmrs,Fall Out Boy,Infinity On High,trackdone,trackdone,TRUE,FALSE
6etp4PrIt0TmZdo010fuZ7,1/1/2023 5:51,android,221120,Whoever She Is,The Maine,Can't Stop Won't Stop,trackdone,trackdone,TRUE,FALSE
46tfxn5lP7Qsbz7NHsj9iu,1/1/2023 5:54,android,161533,Thinking About You,Radiohead,Pablo Honey,trackdone,trackdone,TRUE,FALSE
20X9OeC606XNwEtDBOym5u,1/1/2023 6:08,android,64187,Love Drunk,BOYS LIKE GIRLS,Love Drunk,trackdone,logout,TRUE,FALSE
6389cBCT7TWS2Nx0KVsjrk,1/1/2023 19:23,android,197760,Jambalaya (On The Bayou),John Fogerty,The Blue Ridge Rangers,clickrow,trackdone,TRUE,FALSE
6wxeosPIr9WrmW6ALWttzv,1/1/2023 19:24,android,99567,A Blue Bayou,Mireille Mathieu,Une vie d'amour,trackdone,endplay,TRUE,TRUE
47TQjzeG4KI0XWWb0wkbri,1/1/2023 19:26,android,37300,Australia,The Shins,Wincing The Night Away,playbtn,logout,FALSE,FALSE
47TQjzeG4KI0XWWb0wkbri,1/1/2023 19:51,android,11067,Australia,The Shins,Wincing The Night Away,appload,endplay,FALSE,TRUE
2ujhgtkFSTUMsP5fNsEVPB,1/1/2023 19:54,android,216986,Right Girl,The Maine,Black & White,playbtn,trackdone,TRUE,FALSE
6wxeosPIr9WrmW6ALWttzv,1/1/2023 19:57,android,140900,A Blue Bayou,Mireille Mathieu,Une vie d'amour,trackdone,trackdone,TRUE,FALSE
7tBAxQ6hD4mhr1sYQhwWDP,1/1/2023 19:58,android,90860,We Can Work It Out - Remastered 2009,The Beatles,Past Masters,trackdone,endplay,TRUE,TRUE
7tBAxQ6hD4mhr1sYQhwWDP,1/1/2023 22:32,android,19755,We Can Work It Out - Remastered 2009,The Beatles,Past Masters,appload,fwdbtn,TRUE,TRUE
6QdwofpqDvvNxX88C9A0iQ,1/1/2023 22:32,android,3856,Nada Valgo Sin Tu Amor,Juanes,Mi Sangre,fwdbtn,fwdbtn,TRUE,TRUE
1HuAR7RyNWQq6vHwOFHWqx,1/1/2023 22:36,android,225586,I'm on My Way,The Proclaimers,Sunshine on Leith,fwdbtn,trackdone,TRUE,FALSE
40V54Cj1JFSTpaJi8UikZE,1/1/2023 22:45,android,150192,Radio Ga Ga,Queen,The Works,trackdone,unknown,TRUE,FALSE
3oRRbrNXNLU21IYIcL0Ivb,2/1/2023 17:38,android,379493,Ken,Nathan Francis,Diamond Back,playbtn,trackdone,TRUE,FALSE
2JR1WeETsXmFR1kRC2oXXq,2/1/2023 17:41,android,168666,Where or When,Wynton Marsalis,Standard Time Vol. 3: The Resolution Of Romance,trackdone,trackdone,TRUE,FALSE
1UuGIqqp2QhYZU0N2PRh9G,2/1/2023 17:46,android,293253,Easy Living,Massimo Faraò Trio,How My Heart Sings,trackdone,trackdone,TRUE,FALSE
62kqshOHXpzRjnjU32j3tk,2/1/2023 17:51,android,318000,Tutto,Lorenzo Tucci,Happy end,trackdone,trackdone,TRUE,FALSE
1XrEY8nz2P4L9rVoq9MdXs,2/1/2023 17:55,android,228403,On a Turquoise Cloud,Echoes of Swing,Travelin',trackdone,trackdone,TRUE,FALSE
7kdZlgkWHnivQNSGe6AsTa,2/1/2023 17:57,android,119890,Love and Peace,Joachim Kühn,Love & Peace,trackdone,trackdone,TRUE,FALSE
4N7iWwgqcWr3p5JzngOSEF,2/1/2023 18:01,android,234373,"I Was So Young, And You Were So Beautiful",Bill Charlap,Plays George Gershwin: The American Soul,trackdone,trackdone,TRUE,FALSE
6sKHSin9KPb5mSJS0gysiv,2/1/2023 18:06,android,288600,Pure Imagination,Richard Baratta,Pure Imagination,trackdone,trackdone,TRUE,FALSE
0Y6WjYBWld3reWsTMT8FTd,2/1/2023 18:10,android,265320,Where We Used To Live,Esbjörn Svensson Trio,E.S:T. Tuesday Wonderland,trackdone,trackdone,TRUE,FALSE
72KHUsa4UyTXpSf7jRb1ih,2/1/2023 18:17,android,427431,Ev'rytime We Say Goodbye,Mark Sherman,My Other Voice,trackdone,trackdone,TRUE,FALSE
5jkJkA8Dpu9a60s0LYfW2I,2/1/2023 18:28,android,661773,We Three,Cory Weeds,Just Coolin',trackdone,trackdone,TRUE,FALSE
56OCZENfcrmeCpufvWZd0P,2/1/2023 18:33,android,283998,Quiet Sense (feat. Paolo Fresu),Triosence,Quiet Sense (feat. Paolo Fresu),trackdone,trackdone,TRUE,FALSE
14JAGLLamVp9p3EJaRYPfj,2/1/2023 18:39,android,344053,Absyrations,Alfio Origlio,Absyrations,trackdone,trackdone,TRUE,FALSE
3RjbEoLYFuyFj4DaDhR6LA,2/1/2023 18:44,android,294600,The Rose Tattoo,Harry Allen,My Reverie by Special Request,trackdone,trackdone,TRUE,FALSE
4Uecyf82f85MdvnGLA4SWE,2/1/2023 18:48,android,265526,Song for Ellis,Aldo Romano,Mélodies en noir & blanc,trackdone,trackdone,TRUE,FALSE
3ZnPVp4Frub6UadiiiGDD9,2/1/2023 18:56,android,476992,What Are You Doing the Rest of Your Life?,Rolf Kühn,Yellow + Blue,trackdone,trackdone,TRUE,FALSE
7CxYBXp6hBFnnyYm7ivNCd,2/1/2023 19:00,android,207174,Ballade for the Very Sad and Very Tired Lotus Eaters,Owen Broder,"Hodges: Front and Center, Vol. 1",trackdone,endplay,TRUE,TRUE
0Si8GKIFxeMIJpCV2vuq0C,2/1/2023 19:02,android,168030,Antiphon,Fthmlss,Antiphon,playbtn,trackdone,TRUE,FALSE
59dOe8AZTFrSvvG8dRLpTc,2/1/2023 19:04,android,105991,Reflections,CRFT,Reflections,trackdone,trackdone,TRUE,FALSE
4bVYbMRSPfIwCPRa3wTxr2,2/1/2023 19:06,android,85654,Isolate,Tojo McBee,Isolate,trackdone,trackdone,TRUE,FALSE
50sMOSMjts7Bb1spwweTUu,2/1/2023 19:06,android,8225,Elevator Jazz,Wilczynski,Elevator Jazz,trackdone,endplay,TRUE,TRUE
5QSUroBMs5XaGfNqzObDEs,2/1/2023 19:08,android,154750,Sonnen Diamant,Vandenberg,Sonnen Diamant,playbtn,trackdone,TRUE,FALSE
2P6Opus7hGyXkC6Pd7k1Gk,2/1/2023 19:11,android,178445,Hitchhiking,Finlep,Hitchhiking,trackdone,trackdone,TRUE,FALSE
1WFdNNCiWcNFnL45R08pou,2/1/2023 19:21,android,146839,Sail For Toumain,Carol Maddox,Sail For Toumain,trackdone,trackdone,TRUE,FALSE
3phR4mqdFYMEhv2EMTrq2d,2/1/2023 19:24,android,144078,Hidden,Luna Grove,Hidden,trackdone,trackdone,TRUE,FALSE
1rFdALiqOX8kNni9pfZmV4,2/1/2023 19:28,android,224175,Ambre,TMBM,Ambre,trackdone,trackdone,TRUE,FALSE
3ANFk4zuBdlLwF8Qf4ogIz,2/1/2023 19:30,android,151750,White Sands,Argun North,White Sands,trackdone,trackdone,TRUE,FALSE
4pqqF7B7YVFHidJ4kDybk2,2/1/2023 19:32,android,113048,Woods,Sergei Baronin,Woods,trackdone,trackdone,TRUE,FALSE
39F5SdQXokv3QJxmLODxfU,2/1/2023 19:34,android,136723,Même Dans La Mort,Jourdain Hume,Même Dans La Mort,trackdone,trackdone,TRUE,FALSE
7zHT43ArNRONxVmJ6Hxxio,2/1/2023 19:37,android,142000,Les Yeux Noisette,Samuel Kahn,Les Yeux Noisette,trackdone,trackdone,TRUE,FALSE
0WATdTqiw0R4OqBhw8T8aR,2/1/2023 19:39,android,131500,ti manchi,Laura Di Vaio,ti manchi,trackdone,trackdone,TRUE,FALSE
11jFSuok2S4g04ziCBd44w,2/1/2023 19:42,android,211500,Let Me Reach That Mountain,R.B James,Let Me Reach That Mountain,trackdone,trackdone,TRUE,FALSE
0kAHMCRN2lFkDnwhedKl1M,2/1/2023 19:45,android,159968,Seed of Perfection,Lavelle Barber,Seed of Perfection,trackdone,trackdone,TRUE,FALSE
0wijlfBBmTPzrE8DoClLKL,2/1/2023 19:48,android,200818,Riso,paniyolo,Riso,trackdone,trackdone,TRUE,FALSE
4EknSwO7h0DapEHV5G2vys,2/1/2023 19:51,android,154937,Alegría,Marino Calle,Alegría,trackdone,trackdone,TRUE,FALSE
3ozSKHP42w2mYbkmqEnfOq,2/1/2023 19:53,android,146710,Morgensonne,Aurelius Schmidt,Sandrina,trackdone,trackdone,TRUE,FALSE
0hszWwnBHYA7WmKeBnaF37,2/1/2023 19:56,android,132819,Apex,Serilda Bell,Apex,trackdone,trackdone,TRUE,FALSE
5uqwPOIOyFuvtx5e9JfEF0,2/1/2023 19:58,android,130831,Hou Van Me,Celia Cloten,Hou Van Me,trackdone,trackdone,TRUE,FALSE
4VOlHgQsej9SOUCBdf8t3O,2/1/2023 20:01,android,172214,Perso nell'eternità,Remy Simon,Perso nell'eternità,trackdone,trackdone,TRUE,FALSE
