spotify_track_uri,ts,platform,ms_played,track_name,artist_name,album_name,reason_start,reason_end,shuffle,skipped
3sRQJYlA7P4oIRUwy8Im9r,9/7/2023 20:23,android,172253,Isolation - Remastered 2010,John Lennon,Plastic Ono Band,trackdone,trackdone,TRUE,FALSE
3pKKxkeB1pOUMHwWBmKc3Y,9/7/2023 20:26,android,156826,Fixing A Hole - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,trackdone,trackdone,TRUE,FALSE
3SuiKBcgatZh2ovIeA0fx5,9/7/2023 20:27,android,22041,Wake Up,Skegss,Wake Up,trackdone,fwdbtn,TRUE,TRUE
7f0VwIpCcovBKMxKvWLL0y,9/7/2023 20:27,android,5064,"Rigoletto / Act 1: ""Questa o quella""",Giuseppe Verdi,Luciano Pavarotti - The Best,fwdbtn,fwdbtn,TRUE,TRUE
3B4q6KbHbGV51HO3GznBFF,9/7/2023 20:27,android,6327,What I Got,Sublime,Sublime,fwdbtn,fwdbtn,TRUE,TRUE
1CRZl1AFUS7EBBXqUkCWh8,9/7/2023 20:30,android,153560,Under The Gun,The Killers,Sawdust,fwdbtn,trackdone,TRUE,FALSE
5FnpXVgDOk2sLT58qM22Of,9/7/2023 20:30,android,18538,Julia - Remastered 2009,The Beatles,The Beatles,trackdone,fwdbtn,TRUE,TRUE
3w5ecYEMUouguLjRh7CvsB,9/7/2023 20:30,android,3905,Wanted Man - Take 1,Bob Dylan,"Travelin' Thru, 1967 - 1969: The Bootleg Series, Vol. 15 (Sampler)",fwdbtn,fwdbtn,TRUE,TRUE
3SFWCLORNGjFCwBfv3ysgy,9/7/2023 20:30,android,1544,Shine on Me,Dan Auerbach,Waiting on a Song,fwdbtn,backbtn,TRUE,TRUE
3w5ecYEMUouguLjRh7CvsB,9/7/2023 20:33,android,191293,Wanted Man - Take 1,Bob Dylan,"Travelin' Thru, 1967 - 1969: The Bootleg Series, Vol. 15 (Sampler)",backbtn,trackdone,TRUE,FALSE
1LLWePORuf78aYlTpSsduc,9/7/2023 20:40,android,153899,The Boxer,Bob Dylan,Self Portrait,trackdone,fwdbtn,TRUE,TRUE
3SFWCLORNGjFCwBfv3ysgy,9/7/2023 20:40,android,23,Shine on Me,Dan Auerbach,Waiting on a Song,fwdbtn,backbtn,TRUE,TRUE
3w5ecYEMUouguLjRh7CvsB,9/7/2023 20:40,android,5832,Wanted Man - Take 1,Bob Dylan,"Travelin' Thru, 1967 - 1969: The Bootleg Series, Vol. 15 (Sampler)",backbtn,endplay,TRUE,TRUE
1LLWePORuf78aYlTpSsduc,9/7/2023 20:43,android,166586,The Boxer,Bob Dylan,Self Portrait,clickrow,trackdone,TRUE,FALSE
1xa66kvw6zwboiW7c8W9t8,9/7/2023 20:48,android,140266,Bob Dylan's Blues,Bob Dylan,The Freewheelin' Bob Dylan,trackdone,trackdone,TRUE,FALSE
3y4Uza6K58JXQ7RYya8ZI5,9/7/2023 20:53,android,301133,Shelter from the Storm,Bob Dylan,Blood On The Tracks,trackdone,trackdone,TRUE,FALSE
4EgKcG7aswxVfQEqa3dl8S,9/7/2023 20:58,android,252066,"It's All Over Now, Baby Blue",Bob Dylan,Bringing It All Back Home,trackdone,trackdone,TRUE,FALSE
7BkAlVpGwXXl3sYNn5OoJ7,9/7/2023 21:02,android,274066,Rainy Day Women #12 & 35,Bob Dylan,Blonde On Blonde,trackdone,trackdone,TRUE,FALSE
3K10pmwoFZt5N6ESWvDQkv,9/7/2023 21:16,android,225700,Gates of Eden,Bob Dylan,Bringing It All Back Home,trackdone,logout,TRUE,FALSE
3K10pmwoFZt5N6ESWvDQkv,9/7/2023 22:04,android,3506,Gates of Eden,Bob Dylan,Bringing It All Back Home,appload,endplay,TRUE,TRUE
1LLWePORuf78aYlTpSsduc,9/7/2023 22:07,android,166586,The Boxer,Bob Dylan,Self Portrait,clickrow,trackdone,TRUE,FALSE
0c2DAekH6ZEnHhf8dM1leK,9/7/2023 22:13,android,327466,Queen Jane Approximately,Bob Dylan,Highway 61 Revisited,trackdone,trackdone,TRUE,FALSE
1LLWePORuf78aYlTpSsduc,9/7/2023 22:16,android,166586,The Boxer,Bob Dylan,Self Portrait,trackdone,trackdone,TRUE,FALSE
21LpuJa9M1boZw437fPu7M,9/7/2023 22:22,android,299400,Billy 4,Bob Dylan,Pat Garrett & Billy The Kid,trackdone,trackdone,TRUE,FALSE
7xRemq7GLu0Tbqe9OckG87,9/7/2023 22:25,android,186213,The Man in Me,Bob Dylan,New Morning,trackdone,trackdone,TRUE,FALSE
3xNO6JUk9ySYjxuqzcZYRB,9/7/2023 22:30,android,288000,"If You See Her, Say Hello",Bob Dylan,Blood On The Tracks,trackdone,trackdone,TRUE,FALSE
6Vcwr9tb3ZLO63F8DL8cqu,9/7/2023 22:41,android,66169,Tangled up in Blue,Bob Dylan,Blood On The Tracks,trackdone,logout,TRUE,FALSE
6Vcwr9tb3ZLO63F8DL8cqu,10/7/2023 5:21,android,9223,Tangled up in Blue,Bob Dylan,Blood On The Tracks,appload,endplay,TRUE,TRUE
1LLWePORuf78aYlTpSsduc,10/7/2023 5:24,android,166586,The Boxer,Bob Dylan,Self Portrait,clickrow,trackdone,TRUE,FALSE
3AhXZa8sUQht0UEdBJgpGc,10/7/2023 5:42,android,159676,Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,trackdone,logout,TRUE,FALSE
3AhXZa8sUQht0UEdBJgpGc,11/7/2023 1:39,android,43238,Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,appload,endplay,TRUE,TRUE
21LpuJa9M1boZw437fPu7M,11/7/2023 1:48,android,596486,Billy 4,Bob Dylan,Pat Garrett & Billy The Kid,clickrow,trackdone,TRUE,FALSE
7oMlqOqSLszoitbRQTKAen,11/7/2023 1:49,android,8385,"Le nozze di Figaro, K. 492 / Act 3: ""Sull’aria ... Che soave zeffiretto""",Wolfgang Amadeus Mozart,Mozart: Le nozze di Figaro,trackdone,fwdbtn,TRUE,TRUE
09x9v1o51dbqi5H0u7UGfp,11/7/2023 1:50,android,105933,I Will - Remastered 2009,The Beatles,The Beatles,fwdbtn,trackdone,TRUE,FALSE
4LKH26q9AKr3TcKlDtk8fc,11/7/2023 1:53,android,145101,Chaparrita Consentida,Pepe Aguilar,Por Mujeres Como Tú,trackdone,trackdone,TRUE,FALSE
6kCJMxv445L2okuTiou1fR,11/7/2023 2:03,android,11765,Tell Her About It,Billy Joel,An Innocent Man,trackdone,logout,TRUE,FALSE
6kCJMxv445L2okuTiou1fR,11/7/2023 4:05,android,217862,Tell Her About It,Billy Joel,An Innocent Man,appload,trackdone,TRUE,FALSE
340h3gioTsoNSIM7wPwOVn,11/7/2023 4:07,android,157453,"(There'll Be) Peace in the Valley - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,TRUE,FALSE
7j91Me4PB3CLhuL4PKH9G8,11/7/2023 4:13,android,238040,We Are Golden,MIKA,The Boy Who Knew Too Much,trackdone,trackdone,TRUE,FALSE
6Aj3Y4Pr2Pm5Vz50uS2sy7,11/7/2023 4:16,android,199053,Magdalena,Brandon Flowers,Flamingo,trackdone,trackdone,TRUE,FALSE
1JCCdiru7fhstOIF4N7WJC,11/7/2023 4:20,android,72291,Amnesia,5 Seconds of Summer,5 Seconds Of Summer,trackdone,logout,TRUE,FALSE
1LLWePORuf78aYlTpSsduc,12/7/2023 16:17,android,324637,The Boxer,Bob Dylan,Self Portrait,clickrow,trackdone,FALSE,FALSE
21LpuJa9M1boZw437fPu7M,12/7/2023 16:26,android,475056,Billy 4,Bob Dylan,Pat Garrett & Billy The Kid,trackdone,trackdone,TRUE,FALSE
1L4RtuEiAiwdX5taX4meLI,12/7/2023 16:29,android,161466,"Corrina, Corrina",Bob Dylan,The Freewheelin' Bob Dylan,trackdone,trackdone,TRUE,FALSE
2WOjLF83vqjit2Zh4B69V3,12/7/2023 16:32,android,217400,"Don't Think Twice, It's All Right",Bob Dylan,The Freewheelin' Bob Dylan,trackdone,trackdone,TRUE,FALSE
4MKun9QQhoapVvhp2uxJif,12/7/2023 16:41,android,531160,"Lily, Rosemary and the Jack of Hearts",Bob Dylan,Blood On The Tracks,trackdone,trackdone,TRUE,FALSE
2itBkHBUxGl4VfDj4HNyoD,12/7/2023 16:44,android,166706,She Belongs to Me,Bob Dylan,Bringing It All Back Home,trackdone,trackdone,TRUE,FALSE
5ka7NFOlZUpVLJmA2tO0o4,12/7/2023 16:51,android,389800,Bob Dylan's 115th Dream,Bob Dylan,Bringing It All Back Home,trackdone,trackdone,TRUE,FALSE
5eVjE8FDSDXQLSbTZSA5Qv,12/7/2023 16:54,android,203506,Buckets of Rain,Bob Dylan,Blood On The Tracks,trackdone,trackdone,TRUE,FALSE
2FDTgrYDUdQKyGmtynEk90,12/7/2023 16:59,android,171106,Love Minus Zero,Bob Dylan,Bringing It All Back Home,trackdone,trackdone,TRUE,FALSE
3wAX3qn53iQUFE84hpfeen,12/7/2023 17:03,android,256800,Simple Twist of Fate,Bob Dylan,Blood On The Tracks,trackdone,trackdone,TRUE,FALSE
7xRemq7GLu0Tbqe9OckG87,12/7/2023 17:07,android,186213,The Man in Me,Bob Dylan,New Morning,trackdone,trackdone,TRUE,FALSE
0f5N14nB8xi0p3o4BlVvbx,12/7/2023 17:12,android,63680,Ballad of a Thin Man,Bob Dylan,Highway 61 Revisited,trackdone,fwdbtn,TRUE,TRUE
6j1fiAG1NFBqPDRfJY19Yv,12/7/2023 17:45,android,344630,The Lonesome Death of Hattie Carroll,Bob Dylan,The Times They Are A-Changin',fwdbtn,trackdone,TRUE,FALSE
52vA3CYKZqZVdQnzRrdZt6,12/7/2023 17:48,android,192053,The Times They Are A-Changin',Bob Dylan,The Times They Are A-Changin',trackdone,trackdone,TRUE,FALSE
1LLWePORuf78aYlTpSsduc,12/7/2023 17:51,android,166586,The Boxer,Bob Dylan,Self Portrait,trackdone,trackdone,TRUE,FALSE
21LpuJa9M1boZw437fPu7M,12/7/2023 17:56,android,299400,Billy 4,Bob Dylan,Pat Garrett & Billy The Kid,trackdone,trackdone,TRUE,FALSE
4yWl0tnEanf3zmZzl9kbQn,12/7/2023 18:01,android,296133,Forever Young - Slow Version,Bob Dylan,Planet Waves,trackdone,trackdone,TRUE,FALSE
3AhXZa8sUQht0UEdBJgpGc,12/7/2023 18:14,android,207196,Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,trackdone,fwdbtn,TRUE,TRUE
2rslQV48gNv3r9pPrQFPW1,12/7/2023 18:21,android,451133,Visions of Johanna,Bob Dylan,Blonde On Blonde,fwdbtn,trackdone,TRUE,FALSE
21LpuJa9M1boZw437fPu7M,12/7/2023 18:26,android,299400,Billy 4,Bob Dylan,Pat Garrett & Billy The Kid,trackdone,trackdone,TRUE,FALSE
1LLWePORuf78aYlTpSsduc,12/7/2023 18:29,android,166586,The Boxer,Bob Dylan,Self Portrait,trackdone,trackdone,TRUE,FALSE
3K10pmwoFZt5N6ESWvDQkv,12/7/2023 18:35,android,340040,Gates of Eden,Bob Dylan,Bringing It All Back Home,trackdone,trackdone,TRUE,FALSE
739sLmfUkVFoyPtb0C3263,12/7/2023 18:38,android,199573,Girl from the North Country,Bob Dylan,The Freewheelin' Bob Dylan,trackdone,trackdone,TRUE,FALSE
3xNO6JUk9ySYjxuqzcZYRB,12/7/2023 18:43,android,288000,"If You See Her, Say Hello",Bob Dylan,Blood On The Tracks,trackdone,trackdone,TRUE,FALSE
4n1ZGm3TxYmoYe1YR8cMus,12/7/2023 18:58,android,244166,Desolation Row,Bob Dylan,Highway 61 Revisited,trackdone,logout,TRUE,FALSE
4n1ZGm3TxYmoYe1YR8cMus,12/7/2023 19:43,android,128460,Desolation Row,Bob Dylan,Highway 61 Revisited,appload,logout,TRUE,FALSE
4n1ZGm3TxYmoYe1YR8cMus,13-07-2023 03:02,android,309062,Desolation Row,Bob Dylan,Highway 61 Revisited,appload,trackdone,TRUE,FALSE
1LLWePORuf78aYlTpSsduc,13-07-2023 03:07,android,66457,The Boxer,Bob Dylan,Self Portrait,trackdone,logout,TRUE,FALSE
1LLWePORuf78aYlTpSsduc,13-07-2023 03:37,android,100577,The Boxer,Bob Dylan,Self Portrait,appload,trackdone,TRUE,FALSE
21LpuJa9M1boZw437fPu7M,13-07-2023 04:19,android,132322,Billy 4,Bob Dylan,Pat Garrett & Billy The Kid,trackdone,logout,TRUE,FALSE
21LpuJa9M1boZw437fPu7M,13-07-2023 05:51,android,167296,Billy 4,Bob Dylan,Pat Garrett & Billy The Kid,appload,trackdone,TRUE,FALSE
08TyPDbQ14NOoOWh13WJ2Z,13-07-2023 05:55,android,219539,Absolutely Sweet Marie,Bob Dylan,Blonde On Blonde,trackdone,endplay,TRUE,TRUE
7ouMYWpwJ422jRcDASZB7P,13-07-2023 06:02,android,366213,Knights of Cydonia,Muse,Black Holes and Revelations,clickrow,trackdone,TRUE,FALSE
5HTHYYmcoqh1FrAhchKeSF,14-07-2023 20:05,android,225378,Alaska,Caiola,Only Real When Shared,clickrow,trackdone,TRUE,FALSE
40kj6F2dst12FXtRW7mqOc,14-07-2023 20:07,android,130720,"Send a Picture of Mother - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,TRUE,FALSE
1DrirX7vAJMDAoz37ZbSeA,14-07-2023 20:09,android,141493,Leaves That Are Green,Simon & Garfunkel,Sounds Of Silence,trackdone,trackdone,TRUE,FALSE
1VrIr1toXX6bOSdotodB71,14-07-2023 20:14,android,283493,Without You - Remastered 2010,Badfinger,No Dice,trackdone,trackdone,TRUE,FALSE
2ExEChLCSorn4k3FUxs7td,14-07-2023 20:19,android,278880,Where Do You Go To (My Lovely),Peter Sarstedt,The Darjeeling Limited,trackdone,trackdone,TRUE,FALSE
08TyPDbQ14NOoOWh13WJ2Z,14-07-2023 20:24,android,294200,Absolutely Sweet Marie,Bob Dylan,Blonde On Blonde,trackdone,trackdone,TRUE,FALSE
2NYGloolRYehaUqpLUbJfP,14-07-2023 20:28,android,272600,Scars,James Bay,Chaos And The Calm,trackdone,trackdone,TRUE,FALSE
3mTEYjm3kIm4YzJ5zxJZjs,14-07-2023 20:32,android,229320,Flares,The Script,No Sound Without Silence,trackdone,trackdone,TRUE,FALSE
07dcoHmvDST7SAUH0sdEjR,14-07-2023 20:38,android,258464,Getting Rid of Britta,Chevy Chase,Community (Music from the Original Television Series),trackdone,trackdone,TRUE,FALSE
0vC5MmnhcAZpKeuI1HhcYA,14-07-2023 20:48,android,33053,Hold On To What You Believe,Mumford & Sons,Sigh No More,trackdone,logout,TRUE,FALSE
0vC5MmnhcAZpKeuI1HhcYA,15-07-2023 00:10,android,83002,Hold On To What You Believe,Mumford & Sons,Sigh No More,appload,fwdbtn,TRUE,TRUE
2e61kmae4HhbuS9hYONQ0A,15-07-2023 00:12,android,88720,The Song Remains the Same - Remaster,Led Zeppelin,Houses of the Holy,fwdbtn,logout,TRUE,FALSE
2e61kmae4HhbuS9hYONQ0A,15-07-2023 00:35,android,240869,The Song Remains the Same - Remaster,Led Zeppelin,Houses of the Holy,appload,trackdone,TRUE,FALSE
7C6hdDIz90Uf5YmdZnYbJJ,15-07-2023 00:50,android,142266,If I Needed Someone - Remastered 2009,The Beatles,Rubber Soul,trackdone,trackdone,TRUE,FALSE
65UCejW01DAovmluVYHWAt,15-07-2023 00:56,android,223826,As She's Walking Away (feat. Alan Jackson),Zac Brown Band,You Get What You Give,trackdone,trackdone,TRUE,FALSE
6CF9VxGntf2m5BltF2Rrim,15-07-2023 01:07,android,44417,Trouble Weighs A Ton,Dan Auerbach,Keep It Hid,trackdone,logout,TRUE,FALSE
6CF9VxGntf2m5BltF2Rrim,15-07-2023 01:20,android,93193,Trouble Weighs A Ton,Dan Auerbach,Keep It Hid,appload,trackdone,TRUE,FALSE
2S8xyNRJX1XQdo3qnTuovI,15-07-2023 01:24,android,207920,Maxwell's Silver Hammer - Remastered 2009,The Beatles,Abbey Road,trackdone,trackdone,TRUE,FALSE
4P0osvTXoSYZZC2n8IFH3c,15-07-2023 01:28,android,231386,Payphone,Maroon 5,Overexposed - Deluxe,trackdone,trackdone,TRUE,FALSE
27Nb6r8d0aiHVJyZDB9cNS,15-07-2023 01:37,android,236480,El Demonio en Casa,Ricardo Arjona,5to Piso,trackdone,trackdone,TRUE,FALSE
5vHdwdz030JVW8MrpglGB5,15-07-2023 01:39,android,113558,The Spiritual,Jukebox The Ghost,Safe Travels,trackdone,fwdbtn,TRUE,TRUE
01uqI4H13Gsd8Lyl1EYd8H,15-07-2023 01:39,android,5226,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,The Heist,fwdbtn,fwdbtn,TRUE,TRUE
22sS7JkzeVeq4vOPCB6Fbj,15-07-2023 01:39,android,6435,Someone New,Hozier,Hozier,fwdbtn,fwdbtn,TRUE,TRUE
4HcoOySjWrhxpGpo32HPg1,15-07-2023 01:40,android,2873,Living on a Thin Line,The Kinks,Word of Mouth,trackerror,fwdbtn,TRUE,TRUE
4Q4w8aRdfhIIEhBututktL,15-07-2023 01:48,android,346333,Story of My Life,Social Distortion,Social Distortion,fwdbtn,trackdone,TRUE,FALSE
1jzDzZWeSDBg5fhNc3tczV,15-07-2023 01:50,android,168440,Paranoid,Black Sabbath,Paranoid,trackdone,trackdone,TRUE,FALSE
2N0volXQpwsvjDorTTxBAU,15-07-2023 01:54,android,238000,Bonfire Heart,James Blunt,Moon Landing,trackdone,trackdone,TRUE,FALSE
0sDq58rB9SQ0zXrciRu6B2,15-07-2023 01:59,android,275493,Move Together,James Bay,Chaos And The Calm,trackdone,trackdone,TRUE,FALSE
0EE9L8Gt2f2ftxwZLX8SwT,15-07-2023 02:13,android,242773,In The Car Outside - Abridged,The Killers,Pressure Machine,trackdone,logout,TRUE,FALSE
0jr2ZsIcB1GePjA8JsfJeT,18-07-2023 16:34,android,32904,Love,La Garfield,Love Paraíso,clickrow,endplay,FALSE,TRUE
0WajUW5XINeraP2w0F3F8E,18-07-2023 16:37,android,183973,Don,Miranda!,El Templo del Pop,clickrow,trackdone,TRUE,FALSE
22LGgFochmXJw5vVr5knDl,18-07-2023 16:38,android,6186,Optimista,Caloncho,Bálsamo,clickrow,fwdbtn,FALSE,TRUE
4eWC4PIRnCAiSo028OWh62,18-07-2023 16:38,android,5358,Somos Instantes,Caloncho,Buen Pez,fwdbtn,fwdbtn,FALSE,TRUE
06FhHrnpYCmIxIxIGUehxQ,18-07-2023 16:38,android,3190,Palmar,Caloncho,Palmar,fwdbtn,fwdbtn,FALSE,TRUE
1kRBzwYo4IHhSUJkJbdvfH,18-07-2023 16:38,android,5297,Loco,Siddhartha,El Vuelo del Pez,fwdbtn,fwdbtn,FALSE,TRUE
7eCDfoEl8UGeWqcpRO5lgz,18-07-2023 16:41,android,179341,Brillo Mio,Caloncho,Bálsamo,fwdbtn,fwdbtn,FALSE,TRUE
7oizn3u0M51APTosX3LQzL,18-07-2023 16:41,android,2260,Superdeli,Caloncho,Superdeli,fwdbtn,fwdbtn,FALSE,TRUE
2HiEJnTMam9v7sybIZC5SL,18-07-2023 16:44,android,165520,Bésame Morenita,Caloncho,Bésame Morenita,fwdbtn,trackdone,FALSE,FALSE
727sZDy6Dlyo4gniOMKUhv,18-07-2023 16:44,android,3673,Post Química,Caloncho,Buen Pez,trackdone,fwdbtn,FALSE,TRUE
27RYTzNT0acGE5rCsEzgBr,18-07-2023 16:44,android,3952,El Derroche - Crónica De Fiesta Pt.1,Caloncho,Fruta,fwdbtn,endplay,FALSE,TRUE
4eWC4PIRnCAiSo028OWh62,18-07-2023 16:44,android,4118,Somos Instantes,Caloncho,Buen Pez,clickrow,endplay,FALSE,TRUE
06FhHrnpYCmIxIxIGUehxQ,18-07-2023 16:44,android,3070,Palmar,Caloncho,Palmar,clickrow,endplay,FALSE,TRUE
1INtYY3PE2RP7NrhHOsBaz,18-07-2023 16:44,android,6443,Palmar,Caloncho,Fruta,clickrow,endplay,FALSE,TRUE
4mltZKc7hEiu24VQO3s7Pf,18-07-2023 16:44,android,2146,Como éramos antes,Caloncho,Buen Pez,clickrow,endplay,FALSE,TRUE
3fn3cu0a9Rxwfdf98P9Lo2,18-07-2023 16:44,android,2520,Medusa,Caloncho,Medusa,clickrow,endplay,FALSE,TRUE
3tusiOTqV5ugiHorhFqXwI,18-07-2023 16:44,android,5072,Bien del puerco,Caloncho,Bien del puerco,clickrow,endplay,FALSE,TRUE
3mgXe7HsIINJ4g2tfRNMeV,18-07-2023 16:44,android,4103,Pasa El Tiempo,Caloncho,Fruta,clickrow,endplay,FALSE,TRUE
5A4j5H2BchA1SqYOvQ8I4I,18-07-2023 16:44,android,850,Separarnos,Caloncho,Buen Pez,clickrow,endplay,FALSE,TRUE
3mgXe7HsIINJ4g2tfRNMeV,18-07-2023 16:45,android,32747,Pasa El Tiempo,Caloncho,Fruta,clickrow,endplay,FALSE,TRUE
3YUcZHfdhSgiJkC0zWieWv,18-07-2023 16:45,android,5748,Fotosíntesis,Caloncho,Bálsamo,clickrow,endplay,TRUE,TRUE
3YMekQyIydxDFHwcdJwiBh,18-07-2023 16:48,android,197400,Hedonista,Caloncho,Bálsamo,clickrow,trackdone,TRUE,FALSE
6m3MU9YQIwqcAnXgbL4vgI,18-07-2023 16:52,android,213200,Amigo Mujer,Caloncho,Bálsamo,trackdone,trackdone,TRUE,FALSE
5uktfjnSHsfmc42wnGsC8l,18-07-2023 16:53,android,80242,Amor Papaya (with Caloncho),Carlos Sadness,Diferentes Tipos de Luz,trackdone,fwdbtn,TRUE,TRUE
22LGgFochmXJw5vVr5knDl,18-07-2023 16:57,android,212226,Optimista,Caloncho,Bálsamo,fwdbtn,trackdone,TRUE,FALSE
27RYTzNT0acGE5rCsEzgBr,18-07-2023 16:57,android,42906,El Derroche - Crónica De Fiesta Pt.1,Caloncho,Fruta,trackdone,endplay,TRUE,TRUE
2I05emlmUJ46qbp7ngibmu,18-07-2023 17:01,android,232813,Más,Juanes,Vida Cotidiana,clickrow,trackdone,FALSE,FALSE
6PIuuyPtky0MGlv3kHEC3T,18-07-2023 17:04,android,192973,Holy Hell,Eddie Chacon,Sundown,trackdone,trackdone,FALSE,FALSE
58r843NDpyDVVvd6In95g3,18-07-2023 17:05,android,52175,Santiago,jame minogue,Santiago,trackdone,endplay,FALSE,TRUE
0WajUW5XINeraP2w0F3F8E,18-07-2023 17:08,android,183973,Don,Miranda!,El Templo del Pop,clickrow,trackdone,TRUE,FALSE
4hsniLwwHj9xBoRfUyCCiY,18-07-2023 17:12,android,206733,Fantasising,Skegss,Wake Up,trackdone,trackdone,TRUE,FALSE
1k4OsQujxXPLij0ZsTFlMx,18-07-2023 17:15,android,203666,"I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York",Julian Casablancas,Live From Electric Lady Studios/WRXP New York,trackdone,trackdone,TRUE,FALSE
0uppYCG86ajpV2hSR3dJJ0,18-07-2023 17:16,android,23954,Give It Away,Red Hot Chili Peppers,Blood Sugar Sex Magik,trackdone,endplay,TRUE,TRUE
0VBKbgt7Q8fvR4B5DrvVph,18-07-2023 17:20,android,231965,Crying Shame,The Teskey Brothers,Half Mile Harvest,clickrow,trackdone,TRUE,FALSE
7tvE3y8xSEB6UorjyRHLdB,18-07-2023 17:23,android,232240,Hero / Heroine - Original Mix,BOYS LIKE GIRLS,Boys Like Girls,trackdone,trackdone,TRUE,FALSE
563iNuGeBdAegSCMRSMjMH,18-07-2023 17:28,android,259120,Lost in My Mind,The Head And The Heart,The Head and the Heart,trackdone,trackdone,TRUE,FALSE
0wWuIseAsESzPDFPBYwkRs,18-07-2023 17:31,android,215137,Chelsea Hotel #2,Kyle Craft,Chelsea Hotel #2,trackdone,trackdone,TRUE,FALSE
1iH3sMtTLY22f8Qg1jUWOX,18-07-2023 17:32,android,13215,Mi Nuevo Vicio,Morat,Sobre El Amor Y Sus Efectos Secundarios,trackdone,endplay,TRUE,TRUE
3fqwjXwUGN6vbzIwvyFMhx,18-07-2023 17:46,android,173423,Tennessee Whiskey,Chris Stapleton,Traveller,clickrow,logout,TRUE,FALSE
3fqwjXwUGN6vbzIwvyFMhx,19-07-2023 02:32,android,7160,Tennessee Whiskey,Chris Stapleton,Traveller,appload,endplay,TRUE,TRUE
21LpuJa9M1boZw437fPu7M,19-07-2023 02:37,android,299400,Billy 4,Bob Dylan,Pat Garrett & Billy The Kid,clickrow,trackdone,TRUE,FALSE
4mGrWfDISjNjgeQnH1B8IE,19-07-2023 02:40,android,186455,Primera Cita,Carin Leon,Primera Cita,trackdone,trackdone,TRUE,FALSE
3gp3811LodLFrqlepYBE13,19-07-2023 02:44,android,204400,Rock This Town,Stray Cats,Stray Cats,trackdone,trackdone,TRUE,FALSE
2SPU97neddixGZ3wCMLAwx,19-07-2023 02:44,android,33344,Too Late For Goodbyes,Julian Lennon,Valotte,trackdone,fwdbtn,TRUE,TRUE
0Of7QOxHibUJW7q0YFBJVC,19-07-2023 02:58,android,210580,Leave The Bourbon On The Shelf,The Killers,Sawdust,fwdbtn,logout,TRUE,FALSE
0Of7QOxHibUJW7q0YFBJVC,19-07-2023 06:11,android,8233,Leave The Bourbon On The Shelf,The Killers,Sawdust,appload,trackdone,TRUE,FALSE
67zRzmAToe9zcAESz4bOCb,19-07-2023 06:14,android,207438,Once - Acoustic,Liam Gallagher,Acoustic Sessions,trackdone,trackdone,TRUE,FALSE
3kKb3U3a8jmUJQB9ypE1Jl,19-07-2023 06:17,android,187306,Under Control,The Strokes,Room On Fire,trackdone,trackdone,TRUE,FALSE
2oDqmfa2g8W893LlwJG1qu,19-07-2023 06:26,android,373000,Closer,Nine Inch Nails,The Downward Spiral,trackdone,trackdone,TRUE,FALSE
34BHTLq76CXo1lXYvq072n,19-07-2023 06:29,android,209152,Caesar Rock,Paul McCartney,Egypt Station,trackdone,trackdone,TRUE,FALSE
1HuAR7RyNWQq6vHwOFHWqx,19-07-2023 06:33,android,225586,I'm on My Way,The Proclaimers,Sunshine on Leith,trackdone,trackdone,TRUE,FALSE
2cWuubNgAfXeLHzTLDf99S,19-07-2023 06:37,android,213026,One Life,Hedley,Storms,trackdone,trackdone,TRUE,FALSE
22L7bfCiAkJo5xGSQgmiIO,19-07-2023 06:46,android,81356,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,trackdone,fwdbtn,TRUE,TRUE
2PLi7OmleXPNBrGLon3sUy,19-07-2023 06:50,android,234360,Sweet Disposition,The Temper Trap,Conditions,fwdbtn,trackdone,TRUE,FALSE
0ry355UoTbc3NScBC2F3jA,19-07-2023 07:03,android,104583,"I Got Stripes - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,logout,TRUE,FALSE
4ErQ9so16QNxy0srB7vJE7,19-07-2023 17:24,android,169880,Gianni Schicchi: O mio babbino caro,Giacomo Puccini,Opera Chill & Relax,clickrow,trackdone,TRUE,FALSE
1ZYWWz6ADzrCazzGFWbOOf,19-07-2023 17:28,android,276040,"Madama Butterfly, Act II: Un bel dì vedremo (Butterfly)",Giacomo Puccini,Madame Butterfly,trackdone,trackdone,TRUE,FALSE
5AifnkM03x4Qn9U4gKvLqs,19-07-2023 17:32,android,203360,"Tosca, SC 69 / Act 3: ""E lucevan le stelle""",Giacomo Puccini,The Best Of Jonas Kaufmann,trackdone,trackdone,TRUE,FALSE
4OlcB3a0LJIrltfQt8vV1S,19-07-2023 17:35,android,221880,"Pagliacci / Act 1: ""Recitar!...Vesti la giubba""",Ruggero Leoncavallo,Verismo Arias,trackdone,trackdone,TRUE,FALSE
